isosmiles
CC(=O)O[C@@H]1C[C@@H]([C@@]23COC([C@@]1([C@@H]2C[C@H]([C@@]4([C@@H]3C(=O)[C@@H]([C@@]5([C@]46[C@H](O6)C[C@H]5C7=COC=C7)C)O)C)O)C)O)O
C1=CC(=C(C=C1O)O)C2=COC3=C(C2=O)C=CC(=C3)O
CN1CC[C@]2([C@@H]1NC3=CC=CC=C32)[C@]45CCN([C@H]4N(C6=CC=CC=C56)C)C
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C([O+]=C4C=C(C=C(C4=C3)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)C6=CC(=C(C=C6)O)O)O)O)O)O)O)OC(=O)/C=C/C7=CC=C(C=C7)O
CN1C2CCC1[C@H]([C@H](C2)O)C(=O)OC
C[C@@H](CCC[C@@H](C)CCC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)CCCC(C)C
COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)O)O)O
CCCCCCCCCCCC12O[C@@H]3[C@@H]4[C@H]5[C@](O5)([C@H]([C@]6([C@H]([C@@]4(O1)[C@@H](C[C@@]3(O2)C(=C)C)C)C=C(C6=O)C)O)O)CO
C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)C(=O)O
C[C@H](CCC[C@]1([C@@H](CC/C(=C\\CO)/CO1)O)C)C(=O)CC=C(C)C
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O
CC1([C@@H]2C3=C(C=C(C=C3)O)OC=C2[C@H]4[C@H]5C1CC([C@@H]5O)(CC4=O)O)C
CCO[C@@H]1C[C@@H]2[C@H]([C@H](O1)OCC)[C@@]3([C@H]([C@H]2OC(=O)C4=CC=C(C=C4)O)O3)CO
COC1=CC(=O)OC(=C1)C2=CN=CC=C2
C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O
C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O
CC1CC2CC(=O)C1C(=N2)C
CN1CC(=C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CO
CCC[C@H]1CCCCN1C
CC1(C=CC2=C(O1)C=CC(=C2)[C@@H]3CC(=O)C4=C(O3)C=C(C=C4)O)C
C[C@@]12C[C@H]([C@@H]([C@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C[C@@H](C(=O)C4(C)C)O)C)C)[C@](C)(C(=O)/C=C/C(C)(C)O)O)O
CC1=C[C@@H](OC1=O)O/C=C/2\\[C@H]3[C@H](C4=C([C@@H]3OC(=O)C)CCCC4(C)C)OC2=O
CN1CCC2=CC3=C(C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC
C[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4[C@@H]3[C@H]5[C@H](O5)[C@]6([C@@]4(CC[C@@H]6C7=CC(=O)OC7)O)C)C=O)OC(=O)C)OC)O
CC(=C1CC[C@H]2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C)C
COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
C[C@@H]1C[C@H]([C@]2([C@@H](O1)O[C@@H]3C[C@@H]4C[C@H]5[C@]6(O5)[C@@H]([C@]4(C[C@H]3O2)C)[C@@H](C(=O)[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)O)O
COC1=CC=CC(=C1C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)OC)OC)O)O
COC1=CC(=C(C=C1)[C@H]2CC3=C(C=C(C=C3)O)OC2)OC
COC1=C(C=CC(=C1)/C=C/C(=O)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3OC4=C(C=C5C(=C4)C[C@H]([N+]5=C/C=C/6\\C[C@H](NC(=C6)C(=O)O)C(=O)O)C(=O)[O-])O)CO)O)O)C(=O)O)O)O)O
CN1CCC2=CC(=C(C=C2[C@H]1[C@@H]3C4=C(C5=C(C=C4)OCO5)C(=O)O3)OC)OC
C[C@@H]1CC2(C3C(O3)(C(O2)O)C)O[C@@H]4[C@H]1[C@]5([C@@H](C[C@@]67C[C@@]68CC[C@@H](C([C@@H]8CC=C7[C@@]5(C4)C)(C)C)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)OC(=O)C)C
C[C@@H]1C2=C(C(=C(C=C2CCN1C)OC)OC)O
CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@H]6C7=C(CCN6C)C(=C(C(=C7O3)OC)OC)OC)OC)OC
C/C=C\\1/C[C@H]([C@@](C(=O)OCC2=CC[N+]3([C@H]2[C@@H](CC3)OC1=O)[O-])(C)O)C
C[C@@H]([C@](C(=O)OCC1=CCN2[C@H]1[C@@H](CC2)OC(=O)C)(C(C)(C)O)O)O
CN1C2=C(NC1=O)NC(=O)N(C2=O)C
C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75
C[C@]1(CCC[C@@]2([C@@H]1CC[C@]34[C@H]2CC[C@H](C3)C(=C)C4)C)CO
C/C/1=C\\CC/C(=C/C2C(C2(C)C)CC/C(=C/CC1)/C)/C
CC(=CCC/C(=C\\C=O)/C)C
C[C@@H]1C[C@@H]2C[C@@H]3CCCC(=O)N3[C@@H]4N2[C@H](C1)[C@@H](CC4)O
CC1(C=CC2=C(O1)C3=C(C=C2)C(=O)C4=C(C=CC=C4O3)O)C
CCCCC/C=C/C(=O)CCC1=CC(=C(C=C1)O)OC
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)O)O)O)C6=CC=C(C=C6)O)O)O)O)O)O)O
C[C@@]12CC[C@@]3([C@@H](C1=CC(CC2)(C)C)CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)C
CN1CCC2=CC(=C(C=C2[C@@H]1CCC3=CC(=C(C(=C3)OC)OC)O)O)OC
CN1CCCC1C2=C(C3=C(C=C2O)OC(=CC3=O)C4=CC=CC=C4)O
CC(=CCC1=C(C(=C(C=C1O)O)C(=O)/C=C/C2=CC=C(C=C2)O)O)C
C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H]([C@H]4O)O)C)C)N(C)C
CC(C)[C@H]1CC[C@@H]2[C@@]1(CC[C@]3([C@]2(CC=C4[C@@H]3CC[C@@H]5[C@@]4(CCCC5(C)C)C)C)C)C
C1CN2CC3=CC=CC=C3C[C@H]2C4=CC=CC=C41
C/C=C(\\C)/C(=O)O[C@H]1C[C@H]([C@]2(CO[C@@H]3[C@@H]2[C@]1([C@@H]([C@]4([C@@H]3O[C@H]5C4=C([C@@H](C5)C6=COC=C6)C)C)CC(=O)OC)C)C)OC(=O)C
C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(C[C@H]([C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)O)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@H](CO6)O)O)O[C@H]7[C@@H]([C@H]([C@H](CO7)O)O)O[C@H]8[C@@H]([C@H]([C@H](CO8)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O
CC1=CCC[C@]2([C@H]1[C@@H]3[C@@H](CC2)C(=C)C(=O)O3)C
CN1C2CCC1[C@H]([C@H](C2)O)C(=O)O
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=CC(=C2C(=O)CCC3=CC=C(C=C3)O)O)O)O)O)O
COC1=C(C=C(C=C1)[C@@H]2CCC3=C(O2)C=C(C=C3O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)OC
C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C=O)O
CC[C@@H](C)C(=O)O[C@@H]1[C@@H](C2=C(C=CC3=C2OC(=O)C=C3)OC1(C)C)OC(=O)C
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(C[C@@H]([C@@H]7C8=CC(=O)OC8)O)O)C)O)C)C)C)O)O
CC(=CCN1C2=C(C=CC(=C2)OC)C(=O)C3=C1OC=C3)C
CN1CCC2=CC(=C(C=C2[C@@H]1CC3=CC(=C(C=C3)OC)O)O)OC
C[C@@H]([C@](C(=O)OCC1=CCN2[C@H]1[C@H](CC2)O)(C(C)(C)O)O)OC
C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O
COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N2CCC=CC2=O
C[C@]1(C[C@@H]([C@H]2[C@H]1C[C@H]3[C@@H](CC2=C)OC(=O)C3=C)O)O
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O
CCCCCC1=CC(=C2C(=C1)OC(C3=C2C=C(C=C3)C)(C)C)O
C/C=C(/C)\\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@]([C@H](C)O)(C(C)(C)O)O
CCCCCCCCCCCCCCCCCC(=O)O
CCCCCCCC(=O)CCC1=CC(=C(C=C1)O)OC
C[C@H]1C2=CC(=C(C=C2CCN1C)OC)OC
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@H]([C@]2([C@@H](C=C(C[C@]3([C@H]2C=C(C3=O)C)O)CO)[C@H]4[C@@]1(C4(C)C)OC(=O)C)O)C
C[C@@H]1C=C(C(=O)[C@]2([C@H]1C[C@@H]3[C@@]4([C@@H]2[C@@H]([C@H]([C@@]([C@@]4(CC(=O)O3)O)(C)O)OC)O)C)C)OC
C[C@@H]1C[C@@H]2[C@@H]([C@@H](C(=O)O2)C)[C@@H]([C@]3([C@H]1C=CC3=O)C)OC(=O)C
CC1(C2CCC(C2)(C1=O)C)C
CC(=C)C1([C@@H]2[C@H]([C@]3([C@@]4(CO4)[C@H]5[C@@H]([C@]3([C@H]1C(=O)O2)O)O5)C)O)O
C[C@@H]1[C@@H]\\2CC[C@@H](/C2=C/[C@]3(CCC(=C3[C@H]([C@@H]1O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C(C)C)C)CO
C[C@@]1(CC[C@]2(C(=C[C@@H]3[C@@H]4[C@@]2(CCC[C@@]4(C(=O)O3)C)C)C1)O)CCOS(=O)(=O)[O-]
C[C@@H]1C2=CN3CCC4=C([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)NC5=CC=CC=C45
C1[C@@H]([C@@H]([C@H]([C@H](O1)C2=C3C(=C(C(=C2O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)C(=O)C=C(O3)C5=CC=C(C=C5)O)O)O)O
C[C@H]1[C@@H]2C[C@@H](CCC2=CC(=O)[C@@H]1O)C(=C)C
CN1C2CCC1CC(C2)OC(=O)C(=C)C3=CC=CC=C3
COC(=O)C1=CO[C@H]([C@H]2[C@@H]1[C@@H](C=C2CO)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
C/C(=C\\C=C\\C=C(/C)\\C=C\\C=C(/C)\\C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)/C=C/C=C(\\C)/C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
CC=C1CN2CC[C@@H]1[C@](C3=C(CC2)C4=CC=CC=C4N3)(CO)C(=O)OC
COC1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C(=C(C=C3O)OC)OC)O
C1[C@@H]([C@H](OC2=C(C(=C(C(=C21)O)[C@H]3[C@@H]([C@H](OC4=C3C=CC(=C4)O)C5=CC(=C(C(=C5)O)O)O)O)O)[C@H]6[C@@H]([C@H](OC7=C6C=CC(=C7)O)C8=CC(=C(C(=C8)O)O)O)O)C9=CC(=C(C=C9)O)O)O
CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(C[C@@H]([C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H](CO6)O)O)O)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C
CC[C@@H](C)C(=O)O[C@@H]1[C@H]2[C@]3([C@H]([C@@H]([C@H]4[C@@]2(CO3)[C@@H](C[C@@H]5[C@@]4([C@@H](C(=O)C=C5C)O)C)OC1=O)O)O)C
COC1=C(C=CC(=C1)[C@H]2[C@@H]3CO[C@H]([C@@H]3CO2)C4=CC(=C(C=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC)O
C[C@H]1[C@@H]2CN3C=CC4=C5C=CC=CC5=NC4=C3C[C@@H]2C(=CO1)C(=O)OC
CN1CC[C@@]23C=CC(=O)C[C@@H]2OC4=C(C=CC(=C34)C1)OC
COC1=C(C=C(C=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)OC)OC)OC
COC(=O)/C(=C\\O)/[C@H]1C[C@H]2C3=C(CC[N+]2=C[C@@H]1C=C)C4=CC=CC=C4N3
C[C@@H]1C[C@H]2[C@H]([C@H]([C@]3([C@H]1C=CC3=O)C)O)C(=C)C(=O)O2
C1[C@@]2([C@H](C3=C(O1)C=C(C=C3)O)OC4=C2C=CC(=C4)O)O
CC(C)C1=C(C(=C2C(=C1)[C@@H]3C[C@@H]4[C@@]2(CCCC4(C)C)C(=O)O3)O)O
C[C@@H]1CC2=C(C(=CC(=C2[C@H](N1)C)O)O)C3=C4C=C(C=C(C4=C(C=C3)O)OC)C
C1=CC=C(C=C1)CC2=NC3=CC=CC=C3C(=O)N2
COC1=CC(=C2C(=C1)OC=C(C2=O)C3=C(C=C(C=C3)O)O)O
CC(=O)O[C@@H]1C[C@@]23C[C@@]([C@@H]([C@H]2OC(=O)C)CC[C@H]3[C@@]([C@H]4[C@]1(C([C@H](C4)O)(C)C)O)(C)O)(C)O
C1=CC(=C(C2=C1C=CC(=O)O2)O)O
CN1C=NC2=C1C(=O)N(C(=O)N2C)C
C[C@H]1CCC[C@]2(C1=C[C@H]3[C@@H](C2)OC(=O)C3=C)C
C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)O)O)O)O)O)O)O
CC1=C(C(=C2C(=C1O)C(=O)C3=C(C2=O)C(=CC(=C3)OC)O)O)C
COC1=CC2=C(C=C1)[C@@H]3[C@](CO2)(C4=C(O3)C=C(C=C4)OC)O
CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC
CC(=O)O[C@@H]1CC(=C)[C@@H](CC[C@@]2([C@H](O2)[C@@H]3[C@@H]1C(=C)C(=O)O3)C)OO
COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O)O
C1=CC(=CC=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C([O+]=C4C=C(C=C(C4=C3)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)CC(=O)O)OC(=O)CC(=O)O)O)O)O)C6=CC=C(C=C6)O)O)O)O)O
CN1CCC2(C1NC3=CC=CC=C32)C4=C5C(=CC=C4)C6(CCN(C6N5)C)C7=C8C(=CC=C7)C9(CCN(C9N8)C)C12CCN(C1NC1=C(C=CC=C21)C12CCN(C1NC1=CC=CC=C21)C)C
C[C@H]1CCC[C@H]2[C@@]1(CC3=C(C(=O)O[C@H]3C2)C)C
C1=CC(=O)NC=C1C(=O)O
CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(C[C@@H]([C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)O)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C
C/C(=C\\COC1=CC(=O)NC2=CC=CC=C21)/CCC(C(C)(C)O)O
C[C@@H]1CCCC2=CC[C@H](C[C@]12C)C(=C)C
COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC
COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
C[C@@H]1CCC(=C(C)C)C(=O)C1
CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)C)O)O)O
COC1=CC(=CC2=C1C(=O)C(=C(O2)C3=CC(=C(C=C3)O)O)O)O
CC1=NCCC2=C1NC3=C2C=CC(=C3)OC
C/C(=C\\C=C\\C=C(/C)\\C=C\\C=C(\\C)/C=C/C(=O)OC)/C=C/C=C(\\C)/C=C/C(=O)O
CN1C=[N+](C2=C1C(=O)NC(=O)N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
CC1(C=CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC)C
CC[C@H]1[C@@H]2CC3[C@H]4[C@@]5(C[C@@H](C2[C@H]5O)N3[C@@H]1O)C6=CC=CC=C6N4C
CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC
C1=CC=C(C=C1)CC(=NOS(=O)(=O)O)S[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
CC(=CCC/C(=C/CC/C(=C/CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
C[C@H]1CCC(=C1C(=O)C=C(C)C)C2=COC=C2
CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2[C@@H]([C@@]5(C31)[C@]6(C[C@@H]([C@H]7C[C@@]4([C@@H]6[C@H]7OC)O)OC)OCO5)OC(=O)C)OC)C
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)O)O)O)O
C/C=C\\1/CN2[C@H]3C[C@@H]1C([C@@H]2CC4=C3NC5=CC=CC=C45)CO
COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@@H](CC4=C(C5=C(C=C24)OCO5)O)COC3=O
C=C[C@@H]1[C@@H]2C[C@H]3C4=CC(=C(C=C4CCN3C(=O)C2=CO[C@H]1O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O
C[C@H]1C(=O)CC[C@@H]2[C@@]1(CC[C@H]3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C)C)C)C)C
CC(=C)[C@@H]1[C@@H]2C[C@]3([C@@]4(CO4)[C@H]5[C@@H]([C@]3([C@H]1C(=O)O2)O)O5)C
C[C@@]1([C@H]2[C@@H]([C@@]34C[C@@H](CC[C@H]3C2=CC(=O)[C@@H]1O)C(=C)C4)C(=O)O)C(=O)O
COC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O
C[C@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)C)C)C)OC1
COC1=C2C(=CC3=C1OCO3)NC4=CC=CC=C4C2=O
C[C@H](CC(=O)O)[C@@]1(CC=C2[C@]1([C@@H](CC(=C2C(=O)O)C[C@]34CC[C@H](O3)C(C4=O)(C)C)O)C)C
C/C/1=C\\CC/C(=C/C[C@@H](CC1)C(=C)C(=O)O)/C
CC([C@]12CC(=C3[C@@]4([C@H]1N(CC4)CC5C2O5)C6=CC=CC=C6N3)C(=O)OC)O
C[C@@H]\\1[C@H]2[C@H](CC/C1=C\\C(=O)OCCN(C)C)[C@]3(CC[C@@H](C([C@@H]3C[C@@H]2O)(C)C)O)C
C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)O)O)O)O)O
C[C@H]1[C@H]2[C@H](C[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@@H]([C@H]([C@@H](O7)C)O)O)O)O)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)C)C)O[C@@]1(CC[C@@H](C)CO[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)OC
CC1=C(C=CC2=C1O[C@@H](CC2)C3=CC(=C(C=C3)OC)O)O
C[N+]1(CCCCC1C(=O)[O-])C
COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O)OC
C1CNCC(=C1)C(=O)O
CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\\C)/C=C/C=C(\\C)/C=C/[C@H]2C(=C[C@@H](CC2(C)C)O)C)/C)/C
CC(C)CC(=O)O[C@H]1[C@H](OC2=C1C3=C(C=C2)C=CC(=O)O3)C(C)(C)OC(=O)CC(C)C
CC1=CC(=O)O[C@@]2(C1)C[C@H]3CC[C@@H]2CN3C
COC1=C(C=C2C(=C1O)C(=O)C(=CO2)C3=CC=C(C=C3)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
